Y,X,Capacity Source,Short Name,Movement,State,Smoothed Occupancy (%),Smoothed Total Flow (veh/h),System,
-37.726087,144.861387,Measured,2544M_P1,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,Failed,,,VicRoads Production,
-37.724782,144.863351,Measured,2544S_P0,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,Fault,5.58,1598.78,VicRoads Production,
-37.726939,144.858586,Measured,2544E1_P0,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,Fault,4.42,1662.57,VicRoads Production,
-37.726937,144.858654,Measured,2544E1_P1,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,Fault,4.42,1658.66,VicRoads Production,
-37.724746,144.863403,Measured,2544S_P1,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,OK,4.76,1166.12,VicRoads Production,
-37.726876,144.859727,Measured,2544E2_P1,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,OK,4.77,1133.42,VicRoads Production,
-37.726882,144.859659,Measured,2544E2_P0,Metered MVT on Calder Fwy EB to Western Ring Rd NB Connector,OK,4.93,1133.49,VicRoads Production,
-37.685182,144.789111,Upper Limit,1923EL_P0,Metered MVT on Calder Fwy On Ramp SEB between Kings Rd & Calder Fwy,OK,1.83,254.31,VicRoads Production,
-37.685235,144.789131,Upper Limit,1923EL_P1,Metered MVT on Calder Fwy On Ramp SEB between Kings Rd & Calder Fwy,OK,1.74,248.56,VicRoads Production,
-37.686437,144.789107,Upper Limit,1923M_P0,Metered MVT on Calder Fwy On Ramp SEB between Kings Rd & Calder Fwy,OK,1.20,265.73,VicRoads Production,
-37.686493,144.789118,Upper Limit,1923M_P1,Metered MVT on Calder Fwy On Ramp SEB between Kings Rd & Calder Fwy,OK,1.20,265.66,VicRoads Production,
-37.687416,144.789612,Measured,1923S_P0,Metered MVT on Calder Fwy On Ramp SEB between Kings Rd & Calder Fwy,OK,1.14,278.56,VicRoads Production,
-37.68746,144.789647,Upper Limit,1923S_P1,Metered MVT on Calder Fwy On Ramp SEB between Kings Rd & Calder Fwy,OK,1.05,283.84,VicRoads Production,
-37.729623,144.858095,Measured,2539M2_P0,Metered MVT on Calder Fwy WB to Western Ring Rd SB Connector (after split),Failed,,,VicRoads Production,
-37.729643,144.858032,Measured,2539M2_P1,Metered MVT on Calder Fwy WB to Western Ring Rd SB Connector (after split),Failed,,,VicRoads Production,
-37.730447,144.856551,Measured,2539S_P0,Metered MVT on Calder Fwy WB to Western Ring Rd SB Connector (after split),OK,6.08,1449.36,VicRoads Production,
-37.730483,144.856496,Measured,2539S_P1,Metered MVT on Calder Fwy WB to Western Ring Rd SB Connector (after split),OK,6.10,1455.26,VicRoads Production,
-38.081314,145.433214,Upper Limit,1412EL_P0,Metered MVT on Cardinia Rd On Ramp IB,OK,2.29,404.44,VicRoads Production,
-38.080429,145.432636,Upper Limit,1412M_P0,Metered MVT on Cardinia Rd On Ramp IB,OK,1.71,403.71,VicRoads Production,
-38.079636,145.431948,Upper Limit,1412S_P0,Metered MVT on Cardinia Rd On Ramp IB,OK,1.53,414.27,VicRoads Production,
-38.079595,145.431899,Upper Limit,1412S_P1,Metered MVT on Cardinia Rd On Ramp IB,OK,1.56,412.29,VicRoads Production,
-38.080374,145.432602,Upper Limit,1412M_P1,Metered MVT on Cardinia Rd On Ramp IB,OK,1.72,409.06,VicRoads Production,
-38.081259,145.43318,Upper Limit,1412EL_P1,Metered MVT on Cardinia Rd On Ramp IB,OK,2.06,361.09,VicRoads Production,
-38.044836,145.342359,Measured,1410S_P0,Metered MVT on Clyde Rd On Ramp (ob),Fault,52.68,804.95,VicRoads Production,
-38.044369,145.341826,Measured,1410EL_P0,Metered MVT on Clyde Rd On Ramp (ob),OK,16.87,740.62,VicRoads Production,
-38.0447,145.342208,Measured,1410M_P0,Metered MVT on Clyde Rd On Ramp (ob),OK,64.36,828.87,VicRoads Production,
-38.044877,145.342404,Measured,1410S_P1,Metered MVT on Clyde Rd On Ramp (ob),OK,12.26,724.26,VicRoads Production,
-38.044741,145.342253,Measured,1410M_P1,Metered MVT on Clyde Rd On Ramp (ob),OK,62.23,842.77,VicRoads Production,
-38.044408,145.341872,Measured,1410EL_P1,Metered MVT on Clyde Rd On Ramp (ob),OK,18.66,746.65,VicRoads Production,
-37.6875,145.028599,Measured,1282EL_P0,Metered MVT on Dalton Rd On Ramp (wb),OK,9.88,701.55,VicRoads Production,
-37.687216,145.02725,Measured,1282M_P0,Metered MVT on Dalton Rd On Ramp (wb),OK,4.17,1208.70,VicRoads Production,
-37.68691,145.025905,Measured,1282S_P0,Metered MVT on Dalton Rd On Ramp (wb),OK,3.71,1221.60,VicRoads Production,
-37.686894,145.02584,Measured,1282S_P1,Metered MVT on Dalton Rd On Ramp (wb),OK,3.79,1237.37,VicRoads Production,
-37.687202,145.027184,Measured,1282M_P1,Metered MVT on Dalton Rd On Ramp (wb),OK,4.13,1199.65,VicRoads Production,
-37.6875,145.028599,Measured,1282ER_P0,Metered MVT on Dalton Rd On Ramp (wb),OK,3.09,491.04,VicRoads Production,
-37.687486,145.028533,Measured,1282EL_P1,Metered MVT on Dalton Rd On Ramp (wb),OK,9.08,679.25,VicRoads Production,
-37.687486,145.028533,Measured,1282ER_P1,Metered MVT on Dalton Rd On Ramp (wb),OK,2.95,489.92,VicRoads Production,
-37.947206,145.208113,Upper Limit,1407S_P0,Metered MVT on Eastlink Off Ramp SEB merge to Monash Fwy,OK,30.25,2105.14,VicRoads Production,
-37.947249,145.208157,Upper Limit,1407S_P1,Metered MVT on Eastlink Off Ramp SEB merge to Monash Fwy,OK,11.08,2032.91,VicRoads Production,
-37.941267,145.199485,Upper Limit,1416S_P0,"Metered MVT on Eastlink Onramp Ib To M1 Merge 4 To 2, Monash Fwy, Eastlink Off Ramp 2 NWB between Ea",OK,7.51,2720.13,VicRoads Production,
-37.941225,145.199443,Upper Limit,1416S_P1,"Metered MVT on Eastlink Onramp Ib To M1 Merge 4 To 2, Monash Fwy, Eastlink Off Ramp 2 NWB between Ea",OK,7.47,2723.52,VicRoads Production,
-37.725586,144.891064,Measured,1907E_P0,Metered MVT on English St Tullamarine Fwy Tullamarine Fwy Tullamarine Fwy English St On Ra NB betwee,Failed,,,VicRoads Production,
-37.725531,144.891073,Measured,1907E_P1,Metered MVT on English St Tullamarine Fwy Tullamarine Fwy Tullamarine Fwy English St On Ra NB betwee,Failed,,,VicRoads Production,
-37.724916,144.891173,Measured,1907M_P0,Metered MVT on English St Tullamarine Fwy Tullamarine Fwy Tullamarine Fwy English St On Ra NB betwee,Failed,,,VicRoads Production,
-37.724863,144.891182,Measured,1907M_P1,Metered MVT on English St Tullamarine Fwy Tullamarine Fwy Tullamarine Fwy English St On Ra NB betwee,Failed,,,VicRoads Production,
-37.724247,144.891282,Measured,1907S_P0,Metered MVT on English St Tullamarine Fwy Tullamarine Fwy Tullamarine Fwy English St On Ra NB betwee,Failed,,,VicRoads Production,
-37.724194,144.891291,Measured,1907S_P1,Metered MVT on English St Tullamarine Fwy Tullamarine Fwy Tullamarine Fwy English St On Ra NB betwee,Failed,,,VicRoads Production,
-37.90455,145.15412,Lower Limit,0536S_P0,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,60.68,875.73,VicRoads Production,
-37.904512,145.154072,Lower Limit,0536S_P1,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,18.58,870.50,VicRoads Production,
-37.9049,145.15547,Lower Limit,0536M_P0,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,53.15,696.23,VicRoads Production,
-37.90423,145.156638,Lower Limit,0536EL_P0,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,41.15,814.86,VicRoads Production,
-37.903081,145.15719,Lower Limit,0536RT_P0,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,2.01,145.81,VicRoads Production,
-37.903081,145.15719,Measured,0536LT_P0,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,7.70,550.95,VicRoads Production,
-37.904275,145.156599,Measured,0536EL_P1,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,48.23,791.99,VicRoads Production,
-37.90314,145.15718,Measured,0536LT_P1,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,17.11,518.27,VicRoads Production,
-37.904896,145.155409,Measured,0536M_P1,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,55.78,721.67,VicRoads Production,
-37.90314,145.15718,Measured,0536RT_P1,Metered MVT on Ferntree Gully Rd On Ramp IB,OK,8.87,151.90,VicRoads Production,
-37.892397,145.130534,Lower Limit,3748EL_P0,Metered MVT on Forster Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.892397,145.130534,Lower Limit,3748ER_P0,Metered MVT on Forster Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.892495,145.131319,Lower Limit,3748M_P0,Metered MVT on Forster Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.892405,145.130601,Measured,3748ER_P1,Metered MVT on Forster Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.892405,145.130601,Measured,3748EL_P1,Metered MVT on Forster Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.892595,145.132104,Lower Limit,3748S_P0,Metered MVT on Forster Rd On Ramp (OB),Fault,10.92,758.71,VicRoads Production,
-37.892604,145.132171,Lower Limit,3748S_P1,Metered MVT on Forster Rd On Ramp (OB),Fault,53.98,812.96,VicRoads Production,
-37.892504,145.131387,Measured,3748M_P1,Metered MVT on Forster Rd On Ramp (OB),Fault,31.87,698.21,VicRoads Production,
-37.893539,145.130335,Lower Limit,3724EL_P0,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.893539,145.130335,Lower Limit,3724ER_P0,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.893287,145.129246,Lower Limit,3724M_P0,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.89298,145.128169,Lower Limit,3724S_P0,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.892962,145.128105,Lower Limit,3724S_P1,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.893527,145.130269,Measured,3724EL_P1,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.893268,145.129181,Measured,3724M_P1,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.893527,145.130269,Measured,3724ER_P1,Metered MVT on Forster Rd On Ramp IB,Failed,,,VicRoads Production,
-37.830481,145.010483,Lower Limit,1401EL_P0,Metered MVT on Gibdon On Ramp (ib),OK,35.41,725.07,VicRoads Production,
-37.831304,145.010276,Lower Limit,1401M_P0,Metered MVT on Gibdon On Ramp (ib),OK,69.55,728.84,VicRoads Production,
-37.831496,145.009479,Lower Limit,1401S_P0,Metered MVT on Gibdon On Ramp (ib),OK,65.02,872.74,VicRoads Production,
-37.831483,145.009416,Lower Limit,1401S_P1,Metered MVT on Gibdon On Ramp (ib),OK,17.47,790.76,VicRoads Production,
-37.830544,145.010472,Measured,1401EL_P1,Metered MVT on Gibdon On Ramp (ib),OK,33.67,670.36,VicRoads Production,
-37.713025,144.833199,Upper Limit,14512IB_N,Metered MVT on Green Gully Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.71199,144.831715,Upper Limit,1921EL_P0,Metered MVT on Green Gully Rd On Ramp (ib),OK,5.01,634.96,VicRoads Production,
-37.712019,144.83177,Upper Limit,1921EL_P1,Metered MVT on Green Gully Rd On Ramp (ib),OK,4.92,663.75,VicRoads Production,
-37.713062,144.833231,Upper Limit,1921M_P0,Metered MVT on Green Gully Rd On Ramp (ib),OK,2.84,669.05,VicRoads Production,
-37.713102,144.833279,Upper Limit,1921M_P1,Metered MVT on Green Gully Rd On Ramp (ib),OK,2.80,659.82,VicRoads Production,
-37.714261,144.83463,Upper Limit,1921S_P0,Metered MVT on Green Gully Rd On Ramp (ib),OK,2.53,652.37,VicRoads Production,
-37.714305,144.834674,Upper Limit,1921S_P1,Metered MVT on Green Gully Rd On Ramp (ib),OK,2.67,651.35,VicRoads Production,
-37.825244,144.829755,Measured,2541M_P0,"Metered MVT on Grieve Pde Byp Start, Grieve Pde Byp End EB between Grieve Pde Byp Start & Grieve Pde",OK,40.28,406.37,VicRoads Production,
-37.825267,144.830103,Measured,2541S_P1,"Metered MVT on Grieve Pde Byp Start, Grieve Pde Byp End EB between Grieve Pde Byp Start & Grieve Pde",OK,13.73,736.83,VicRoads Production,
-37.825262,144.830033,Measured,2541S_P0,"Metered MVT on Grieve Pde Byp Start, Grieve Pde Byp End EB between Grieve Pde Byp Start & Grieve Pde",OK,65.15,764.36,VicRoads Production,
-37.825249,144.829825,Measured,2541M_P1,"Metered MVT on Grieve Pde Byp Start, Grieve Pde Byp End EB between Grieve Pde Byp Start & Grieve Pde",OK,41.94,347.00,VicRoads Production,
-37.972738,145.239125,Measured,1125EL_P0,Metered MVT on Heatherton Rd On ramp (ob),OK,38.47,437.65,VicRoads Production,
-37.972738,145.239125,Upper Limit,1125ER_P0,Metered MVT on Heatherton Rd On ramp (ob),OK,52.13,504.33,VicRoads Production,
-37.972996,145.238433,Upper Limit,1125M_P0,Metered MVT on Heatherton Rd On ramp (ob),OK,65.01,1018.04,VicRoads Production,
-37.973727,145.238369,Upper Limit,1125S_P0,Metered MVT on Heatherton Rd On ramp (ob),OK,57.18,1017.30,VicRoads Production,
-37.973784,145.238376,Upper Limit,1125S_P1,Metered MVT on Heatherton Rd On ramp (ob),OK,14.67,991.16,VicRoads Production,
-37.974012,145.238385,Upper Limit,1125M_P1,Metered MVT on Heatherton Rd On ramp (ob),OK,60.50,963.72,VicRoads Production,
-37.973294,145.238341,Upper Limit,1125ER_P1,Metered MVT on Heatherton Rd On ramp (ob),OK,50.88,511.79,VicRoads Production,
-37.973294,145.238341,Upper Limit,1125EL_P1,Metered MVT on Heatherton Rd On ramp (ob),OK,42.01,437.83,VicRoads Production,
-37.859334,145.058835,Measured,TIRTL2952EL,Metered MVT on High St On Ramp IB,Failed,,,VicRoads Production,
-37.858613,145.058699,Measured,TIRTL2952S_1,Metered MVT on High St On Ramp IB,Failed,,,VicRoads Production,
-37.858984,145.058783,Measured,TIRTL2952M,Metered MVT on High St On Ramp IB,Failed,,,VicRoads Production,
-37.860039,145.058933,Lower Limit,2952RT_P0,Metered MVT on High St On Ramp IB,OK,2.25,146.11,VicRoads Production,
-37.860039,145.058933,Lower Limit,2952LT_P0,Metered MVT on High St On Ramp IB,OK,1.64,96.76,VicRoads Production,
-37.859361,145.058841,Lower Limit,2952EL_P0,Metered MVT on High St On Ramp IB,OK,1.94,186.63,VicRoads Production,
-37.859011,145.058787,Lower Limit,2952M_P0,Metered MVT on High St On Ramp IB,OK,2.00,215.33,VicRoads Production,
-37.858666,145.058714,Lower Limit,2952S_P0,Metered MVT on High St On Ramp IB,OK,28.42,255.38,VicRoads Production,
-37.858613,145.058699,Lower Limit,2952S_P1,Metered MVT on High St On Ramp IB,OK,7.22,229.06,VicRoads Production,
-37.859308,145.058829,Lower Limit,2952EL_P1,Metered MVT on High St On Ramp IB,OK,1.65,194.90,VicRoads Production,
-37.859987,145.05895,Measured,2952LT_P1,Metered MVT on High St On Ramp IB,OK,1.51,85.42,VicRoads Production,
-37.859987,145.05895,Measured,2952RT_P1,Metered MVT on High St On Ramp IB,OK,2.27,171.55,VicRoads Production,
-37.858958,145.058779,Measured,2952M_P1,Metered MVT on High St On Ramp IB,OK,2.07,215.98,VicRoads Production,
-37.885516,145.108427,Lower Limit,3675ER_P0,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.885516,145.108427,Lower Limit,3675EL_P0,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.886063,145.108772,Lower Limit,3675M_P0,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.886324,145.109417,Lower Limit,3675S_P0,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.886349,145.109476,Lower Limit,3675S_P1,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.885571,145.10846,Measured,3675ER_P1,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.886087,145.108833,Measured,3675M_P1,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.88557,145.10846,Measured,3675EL_P1,Metered MVT on Huntingdale Rd On Ramp (OB),Failed,,,VicRoads Production,
-37.936733,145.192702,Lower Limit,0878EL_P0,Metered MVT on Jacksons Rd On Ramp IB,Failed,,,VicRoads Production,
-37.936733,145.192702,Lower Limit,0878ER_P0,Metered MVT on Jacksons Rd On Ramp IB,Failed,,,VicRoads Production,
-37.936679,145.192682,Measured,0878EL_P1,Metered MVT on Jacksons Rd On Ramp IB,Failed,,,VicRoads Production,
-37.936679,145.192682,Measured,0878ER_P1,Metered MVT on Jacksons Rd On Ramp IB,Failed,,,VicRoads Production,
-37.934745,145.191185,Measured,0878S_P0,Metered MVT on Jacksons Rd On Ramp IB,Fault,9.46,512.53,VicRoads Production,
-37.935731,145.191975,Measured,0878M_P0,Metered MVT on Jacksons Rd On Ramp IB,OK,2.49,577.59,VicRoads Production,
-37.935689,145.191935,Measured,0878M_P1,Metered MVT on Jacksons Rd On Ramp IB,OK,4.07,577.82,VicRoads Production,
-37.9347,145.191148,Measured,0878S_P1,Metered MVT on Jacksons Rd On Ramp IB,OK,6.13,545.89,VicRoads Production,
-37.725829,144.851775,Upper Limit,14508IB_EP0,Metered MVT on Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.725836,144.85182,Measured,14508IB_EP1,Metered MVT on Keilor Park Dr On Ramp (ib),Failed,,,VicRoads Production,
-37.725916,144.852297,Upper Limit,1920S_P0,Metered MVT on Keilor Park Dr On Ramp (ib),OK,2.97,650.65,VicRoads Production,
-37.725927,144.852364,Upper Limit,1920S_P1,Metered MVT on Keilor Park Dr On Ramp (ib),OK,2.83,628.73,VicRoads Production,
-37.725698,144.851136,Measured,1920M_P0,Metered MVT on Keilor Park Dr On Ramp (ib),OK,3.54,664.37,VicRoads Production,
-37.725713,144.851201,Measured,1920M_P1,Metered MVT on Keilor Park Dr On Ramp (ib),OK,3.55,648.93,VicRoads Production,
-37.725459,144.850104,Measured,1920EL_P0,Metered MVT on Keilor Park Dr On Ramp (ib),OK,7.56,668.38,VicRoads Production,
-37.725471,144.85017,Measured,1920EL_P1,Metered MVT on Keilor Park Dr On Ramp (ib),OK,6.68,656.26,VicRoads Production,
-38.092373,145.487432,Measured,1414S_P1,Metered MVT on Koo Wee Rup Rd On Ramp IB,OK,3.84,918.26,VicRoads Production,
-38.093843,145.489325,Upper Limit,1414EL_P0,Metered MVT on Koo Wee Rup Rd On Ramp IB,OK,5.72,1023.42,VicRoads Production,
-38.093028,145.488617,Measured,1414M_P0,Metered MVT on Koo Wee Rup Rd On Ramp IB,OK,4.33,917.56,VicRoads Production,
-38.092394,145.487493,Measured,1414S_P0,Metered MVT on Koo Wee Rup Rd On Ramp IB,OK,3.89,917.91,VicRoads Production,
-38.093791,145.489286,Upper Limit,1414EL_P1,Metered MVT on Koo Wee Rup Rd On Ramp IB,OK,5.60,975.56,VicRoads Production,
-38.092985,145.488569,Measured,1414M_P1,Metered MVT on Koo Wee Rup Rd On Ramp IB,OK,4.26,926.98,VicRoads Production,
-38.093171,145.470228,Measured,1413EL_P0,Metered MVT on McGregor Rd On Ramp IB,Fault,6.79,1168.56,VicRoads Production,
-38.093109,145.470214,Measured,1413EL_P1,Metered MVT on McGregor Rd On Ramp IB,Fault,6.63,1181.83,VicRoads Production,
-38.092402,145.469769,Upper Limit,1413M_P1,Metered MVT on McGregor Rd On Ramp IB,Fault,1.48,396.40,VicRoads Production,
-38.092448,145.469812,Upper Limit,1413M_P0,Metered MVT on McGregor Rd On Ramp IB,OK,2.95,576.48,VicRoads Production,
-38.091708,145.469062,Upper Limit,1413S_P0,Metered MVT on McGregor Rd On Ramp IB,OK,2.65,586.56,VicRoads Production,
-38.091672,145.46901,Upper Limit,1413S_P1,Metered MVT on McGregor Rd On Ramp IB,OK,2.68,586.58,VicRoads Production,
-37.732335,144.88069,Upper Limit,14503IB_N,Metered MVT on Mcnamara Rd On Ramp (ib),Failed,,,VicRoads Production,
-37.732939,144.881838,Upper Limit,1917S_P0,Metered MVT on Mcnamara Rd On Ramp (ib),OK,2.83,186.43,VicRoads Production,
-37.732958,144.881899,Upper Limit,1917S_P1,Metered MVT on Mcnamara Rd On Ramp (ib),OK,3.00,194.26,VicRoads Production,
-37.672258,144.855527,Measured,1915M1_P0,Metered MVT on Melbourne Dr SEB between Departure Dr & Tul Airport Bus Ln,Failed,,,VicRoads Production,
-37.672293,144.855579,Default,1915M1_P1,Metered MVT on Melbourne Dr SEB between Departure Dr & Tul Airport Bus Ln,Failed,,,VicRoads Production,
-37.673028,144.856645,Measured,1915M2_P0,Metered MVT on Melbourne Dr SEB between Departure Dr & Tul Airport Bus Ln,Failed,,,VicRoads Production,
-37.673064,144.856698,Measured,1915M2_P1,Metered MVT on Melbourne Dr SEB between Departure Dr & Tul Airport Bus Ln,Failed,,,VicRoads Production,
-37.67524,144.860527,Measured,1915S_P0,Metered MVT on Melbourne Dr SEB between Departure Dr & Tul Airport Bus Ln,Failed,,,VicRoads Production,
-37.675265,144.860586,Measured,1915S_P1,Metered MVT on Melbourne Dr SEB between Departure Dr & Tul Airport Bus Ln,Failed,,,VicRoads Production,
-37.702382,144.814232,Lower Limit,14515IB_N,Metered MVT on Melton Hwy On Ramp (ib),Failed,,,VicRoads Production,
-37.704781,144.816087,Measured,1922S_P0,Metered MVT on Melton Hwy On Ramp (ib),OK,3.41,1021.87,VicRoads Production,
-37.704828,144.816126,Measured,1922S_P1,Metered MVT on Melton Hwy On Ramp (ib),OK,3.44,1026.52,VicRoads Production,
-37.701181,144.811701,Measured,1922M_P0,Metered MVT on Melton Hwy On Ramp (ib),OK,3.25,985.06,VicRoads Production,
-37.701195,144.811767,Measured,1922M_P1,Metered MVT on Melton Hwy On Ramp (ib),OK,3.26,985.05,VicRoads Production,
-37.702115,144.803447,Measured,1922EL_P0,Metered MVT on Melton Hwy On Ramp (ib),OK,4.40,1024.52,VicRoads Production,
-37.702124,144.803514,Measured,1922EL_P1,Metered MVT on Melton Hwy On Ramp (ib),OK,4.34,1026.76,VicRoads Production,
-37.701862,144.801944,,1757N_P0,Metered MVT on Melton Hwy On Ramp (ib),Unknown,,,VicRoads Production,
-37.701862,144.801944,,1757N_P1,Metered MVT on Melton Hwy On Ramp (ib),Unknown,,,VicRoads Production,
-37.690729,144.881668,Measured,1913E_P0,Metered MVT on Mickleham Rd On Ramp (nb),Fault,5.99,802.46,VicRoads Production,
-37.690685,144.881626,Measured,1913E_P1,Metered MVT on Mickleham Rd On Ramp (nb),Fault,5.81,803.22,VicRoads Production,
-37.688433,144.87951,Measured,1913S_P0,Metered MVT on Mickleham Rd On Ramp (nb),Fault,3.20,628.45,VicRoads Production,
-37.68839,144.87947,Measured,1913S_P1,Metered MVT on Mickleham Rd On Ramp (nb),Fault,3.15,624.52,VicRoads Production,
-37.689538,144.880548,Measured,1913M_P0,Metered MVT on Mickleham Rd On Ramp (nb),OK,3.87,409.07,VicRoads Production,
-37.689495,144.880508,Measured,1913M_P1,Metered MVT on Mickleham Rd On Ramp (nb),OK,3.79,410.21,VicRoads Production,
-37.855336,145.05757,Upper Limit,14405WB_P0,Metered MVT on Monash Fwy NWB between High St On Ramp (ib) & Burke Rd Off Ramp (ib),OK,14.82,7050.15,VicRoads Production,
-37.855289,145.057537,Upper Limit,14405WB_P1,Metered MVT on Monash Fwy NWB between High St On Ramp (ib) & Burke Rd Off Ramp (ib),OK,16.12,7104.36,VicRoads Production,
-37.856028,145.057985,Measured,14349IB_L,Metered MVT on Monash Fwy NWB between High St On Ramp (ib) & Burke Rd Off Ramp (ib),OK,10.92,6754.37,VicRoads Production,
-38.000588,145.291378,Measured,1129S_P1,Metered MVT on Monash Fwy On Ramp (ib) Ernst Wanke Rd & Monash Fwy ,Fault,0.79,162.31,VicRoads Production,
-38.001647,145.293147,Measured,1129EL_P0,Metered MVT on Monash Fwy On Ramp (ib) Ernst Wanke Rd & Monash Fwy ,OK,2.47,337.91,VicRoads Production,
-38.001174,145.29227,Upper Limit,1129M_P0,Metered MVT on Monash Fwy On Ramp (ib) Ernst Wanke Rd & Monash Fwy ,OK,1.40,291.64,VicRoads Production,
-38.000618,145.291436,Upper Limit,1129S_P0,Metered MVT on Monash Fwy On Ramp (ib) Ernst Wanke Rd & Monash Fwy ,OK,3.47,282.92,VicRoads Production,
-38.001623,145.293086,Measured,1129EL_P1,Metered MVT on Monash Fwy On Ramp (ib) Ernst Wanke Rd & Monash Fwy ,OK,2.35,342.92,VicRoads Production,
-38.001135,145.292216,Upper Limit,1129M_P1,Metered MVT on Monash Fwy On Ramp (ib) Ernst Wanke Rd & Monash Fwy ,OK,1.33,291.64,VicRoads Production,
-38.027951,145.320021,Upper Limit,1130EL_P0,Metered MVT on Monash Fwy On-ramp (ib) And Princes Hwy Monash Fwy And Princes Hwy On Ramp (ib) NWB b,OK,2.24,406.18,VicRoads Production,
-38.027222,145.319315,Upper Limit,1130M_P0,Metered MVT on Monash Fwy On-ramp (ib) And Princes Hwy Monash Fwy And Princes Hwy On Ramp (ib) NWB b,OK,2.19,492.56,VicRoads Production,
-38.026493,145.318609,Lower Upper,1130S_P0,Metered MVT on Monash Fwy On-ramp (ib) And Princes Hwy Monash Fwy And Princes Hwy On Ramp (ib) NWB b,OK,2.44,486.27,VicRoads Production,
-38.02645,145.318567,Upper Limit,1130S_P1,Metered MVT on Monash Fwy On-ramp (ib) And Princes Hwy Monash Fwy And Princes Hwy On Ramp (ib) NWB b,OK,2.51,495.89,VicRoads Production,
-38.027908,145.319979,Upper Limit,1130EL_P1,Metered MVT on Monash Fwy On-ramp (ib) And Princes Hwy Monash Fwy And Princes Hwy On Ramp (ib) NWB b,OK,2.53,451.52,VicRoads Production,
-38.027179,145.319273,Upper Limit,1130M_P1,Metered MVT on Monash Fwy On-ramp (ib) And Princes Hwy Monash Fwy And Princes Hwy On Ramp (ib) NWB b,OK,2.20,493.60,VicRoads Production,
-37.908849,145.161433,Lower Limit,1106M_P0,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,Fault,54.51,877.21,VicRoads Production,
-37.90889,145.161478,Lower Limit,1106M_P1,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,Fault,58.32,922.61,VicRoads Production,
-37.909486,145.16219,Lower Limit,1106S_P0,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,OK,53.17,841.28,VicRoads Production,
-37.909524,145.162238,Lower Limit,1106S_P1,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,OK,15.52,749.81,VicRoads Production,
-37.908238,145.160656,Lower Limit,1106ER_P0,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,OK,39.00,424.53,VicRoads Production,
-37.908238,145.160656,Lower Limit,1106EL_P0,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,OK,53.54,450.45,VicRoads Production,
-37.908273,145.160706,Measured,1106EL_P1,Metered MVT on Monash Fwy SEB between Springvale Rd & Monash Fwy Ob Springvale On Ramp,OK,57.14,472.08,VicRoads Production,
